trial_id,phase,region,mean_activity,max_activity,activity_variance,start_time,end_time,spike_counts
90,execution,M1,4.422535211267606,24,24.328506248760164,265.354,266.671,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 10, 5, 6, 4, 4, 4, 1, 2, 0, 0, 0, 3, 0, 0, 0, 4, 14, 0, 0, 2, 4, 5, 0, 11, 1, 1, 1, 4, 0, 0, 2, 5, 0, 3, 2, 9, 2, 7, 1, 2, 7, 6, 3, 0, 7, 12, 6, 2, 3, 2, 9, 0, 12, 8, 6, 1, 0, 1, 7, 8, 2, 0, 20, 3, 2, 4, 2, 8, 24, 0, 16, 6, 0, 2, 2, 5, 5, 0, 8, 1, 1, 2, 2, 7, 4, 4, 1, 8, 11, 1, 8, 0, 9, 9, 3, 3, 0, 2, 3, 5, 14, 13, 7, 9, 3, 0, 12, 5, 1, 18, 23, 4, 6, 6, 2, 13, 15, 5, 0, 0, 0, 3, 1, 5, 3, 12, 0, 15, 8, 0, 1, 9]"
91,execution,M1,4.619718309859155,21,22.22158301924221,267.886,269.356,"[4, 8, 5, 0, 0, 2, 0, 0, 5, 0, 16, 0, 1, 14, 5, 5, 5, 1, 1, 0, 0, 1, 2, 0, 0, 8, 12, 0, 0, 1, 3, 14, 0, 10, 0, 1, 2, 4, 0, 1, 10, 5, 2, 1, 1, 5, 2, 5, 0, 2, 14, 6, 3, 0, 6, 16, 10, 6, 9, 0, 10, 1, 9, 8, 3, 1, 3, 6, 5, 11, 2, 0, 13, 2, 9, 2, 1, 2, 13, 0, 13, 7, 1, 7, 5, 5, 12, 0, 12, 0, 3, 0, 1, 5, 3, 6, 8, 5, 10, 6, 5, 0, 2, 13, 1, 12, 1, 3, 4, 21, 13, 5, 7, 1, 6, 3, 9, 2, 5, 9, 20, 6, 6, 2, 1, 0, 10, 8, 0, 1, 0, 0, 0, 0, 1, 8, 0, 11, 7, 0, 0, 9]"
92,execution,M1,5.352112676056338,25,29.05911525490975,270.973,272.536,"[6, 4, 16, 4, 3, 3, 1, 0, 1, 0, 18, 0, 13, 6, 8, 3, 2, 2, 3, 1, 17, 8, 0, 3, 7, 14, 11, 0, 1, 2, 2, 7, 0, 20, 0, 2, 1, 0, 0, 1, 9, 7, 2, 1, 2, 6, 4, 4, 0, 3, 9, 8, 3, 0, 6, 12, 8, 3, 8, 4, 4, 1, 11, 3, 6, 0, 3, 6, 4, 11, 2, 0, 17, 1, 6, 1, 4, 1, 21, 0, 25, 3, 1, 9, 3, 7, 15, 2, 5, 1, 0, 0, 8, 4, 21, 11, 3, 6, 9, 1, 5, 0, 4, 5, 0, 1, 0, 2, 2, 8, 9, 10, 12, 8, 10, 1, 16, 4, 2, 7, 18, 5, 2, 6, 0, 4, 19, 13, 0, 0, 5, 4, 7, 4, 3, 8, 0, 11, 12, 1, 0, 7]"
93,execution,M1,4.697183098591549,21,26.436470938305888,274.217,275.716,"[4, 6, 9, 3, 0, 1, 1, 0, 2, 0, 16, 0, 2, 9, 8, 7, 2, 2, 2, 0, 1, 1, 0, 0, 0, 7, 16, 0, 1, 2, 3, 14, 0, 13, 2, 2, 0, 1, 0, 0, 8, 8, 0, 1, 0, 8, 1, 7, 0, 2, 18, 15, 1, 0, 4, 21, 7, 10, 8, 3, 10, 2, 9, 2, 5, 2, 0, 3, 7, 12, 3, 0, 13, 1, 2, 1, 1, 2, 9, 1, 12, 3, 0, 5, 4, 5, 20, 0, 6, 2, 3, 1, 0, 3, 2, 7, 4, 12, 8, 3, 10, 0, 6, 8, 2, 13, 0, 3, 1, 12, 21, 3, 4, 7, 14, 1, 12, 3, 4, 13, 19, 2, 6, 2, 0, 0, 10, 5, 0, 1, 0, 3, 0, 1, 1, 8, 0, 10, 8, 0, 0, 10]"
94,execution,M1,5.042253521126761,24,25.744693513191827,277.097,278.566,"[2, 0, 12, 0, 2, 1, 1, 1, 0, 6, 20, 2, 12, 8, 8, 11, 2, 0, 6, 4, 16, 6, 0, 6, 4, 9, 3, 0, 0, 0, 6, 4, 1, 10, 2, 3, 0, 3, 0, 1, 3, 3, 2, 0, 1, 4, 1, 12, 1, 1, 5, 7, 3, 0, 6, 16, 10, 10, 5, 1, 8, 0, 9, 2, 4, 1, 4, 6, 9, 4, 2, 1, 17, 2, 2, 2, 2, 0, 18, 0, 16, 2, 2, 12, 4, 5, 6, 1, 9, 0, 3, 0, 2, 10, 11, 5, 11, 4, 8, 0, 3, 0, 2, 10, 0, 7, 0, 3, 4, 7, 20, 16, 8, 9, 3, 1, 13, 7, 1, 11, 12, 6, 10, 8, 0, 1, 24, 9, 0, 0, 0, 0, 9, 4, 6, 12, 0, 5, 6, 0, 1, 11]"
95,execution,M1,5.211267605633803,42,36.096211069232304,280.5,282.021,"[2, 7, 5, 0, 0, 0, 3, 0, 2, 0, 21, 0, 2, 2, 6, 1, 2, 0, 1, 1, 0, 6, 0, 0, 0, 6, 19, 0, 1, 1, 3, 8, 1, 11, 3, 2, 0, 1, 0, 1, 15, 5, 0, 3, 1, 8, 7, 10, 0, 3, 10, 13, 3, 1, 7, 28, 10, 5, 8, 4, 6, 0, 6, 4, 5, 1, 4, 4, 8, 15, 3, 0, 6, 4, 5, 0, 5, 6, 15, 0, 42, 4, 1, 5, 5, 6, 9, 1, 13, 3, 1, 2, 2, 7, 7, 8, 12, 4, 10, 2, 2, 0, 3, 8, 0, 13, 0, 3, 1, 11, 13, 4, 7, 9, 10, 2, 14, 4, 3, 6, 27, 11, 8, 12, 0, 5, 5, 4, 1, 4, 0, 3, 0, 5, 4, 8, 0, 7, 9, 0, 2, 12]"
96,execution,M1,4.169014084507042,24,19.5911525490974,283.161,284.466,"[2, 0, 0, 0, 0, 0, 0, 1, 0, 1, 9, 6, 11, 3, 0, 6, 0, 2, 3, 0, 1, 5, 0, 0, 0, 4, 7, 0, 1, 0, 1, 2, 1, 6, 4, 0, 1, 3, 0, 0, 4, 3, 0, 2, 1, 10, 5, 9, 2, 5, 14, 7, 7, 1, 4, 11, 13, 4, 4, 2, 7, 0, 8, 10, 8, 3, 3, 2, 6, 5, 1, 2, 9, 1, 6, 3, 3, 2, 15, 0, 10, 3, 2, 12, 6, 2, 6, 0, 5, 1, 0, 2, 1, 1, 4, 7, 2, 10, 3, 4, 6, 0, 2, 8, 0, 2, 2, 1, 3, 8, 17, 13, 9, 2, 2, 1, 10, 4, 2, 13, 22, 3, 5, 5, 1, 7, 12, 7, 1, 1, 0, 6, 3, 6, 4, 4, 0, 9, 4, 0, 0, 24]"
97,execution,M1,5.183098591549296,27,27.33267208887126,285.892,287.376,"[1, 0, 6, 6, 6, 2, 0, 0, 0, 0, 23, 2, 7, 6, 10, 10, 4, 2, 1, 1, 13, 3, 1, 2, 5, 13, 16, 0, 0, 0, 8, 5, 0, 8, 0, 1, 0, 2, 0, 0, 4, 5, 0, 0, 2, 9, 13, 8, 4, 1, 15, 8, 8, 0, 6, 14, 6, 3, 10, 4, 14, 2, 4, 7, 8, 2, 3, 5, 2, 7, 3, 0, 12, 2, 7, 5, 3, 4, 12, 0, 15, 4, 5, 8, 6, 7, 18, 0, 5, 1, 1, 1, 3, 5, 7, 14, 4, 7, 7, 1, 2, 0, 4, 10, 0, 0, 0, 2, 4, 13, 27, 12, 9, 10, 9, 0, 17, 0, 1, 4, 21, 3, 8, 8, 0, 5, 11, 10, 0, 0, 1, 2, 1, 4, 4, 8, 0, 11, 4, 0, 0, 6]"
98,execution,M1,5.619718309859155,37,36.7990478079746,289.238,290.736,"[0, 1, 5, 5, 4, 2, 2, 0, 0, 2, 37, 0, 17, 4, 10, 8, 2, 0, 3, 5, 14, 7, 0, 3, 6, 9, 12, 0, 3, 0, 9, 11, 0, 14, 1, 3, 0, 5, 0, 0, 2, 4, 0, 0, 3, 2, 11, 8, 2, 1, 16, 11, 2, 0, 2, 20, 4, 7, 2, 5, 15, 0, 10, 9, 9, 3, 2, 1, 7, 14, 1, 2, 19, 4, 5, 3, 4, 3, 13, 2, 24, 0, 1, 16, 0, 4, 11, 0, 13, 2, 1, 0, 4, 4, 15, 21, 5, 10, 7, 0, 3, 0, 6, 8, 0, 8, 0, 0, 6, 7, 14, 6, 5, 6, 17, 1, 20, 2, 1, 4, 16, 3, 4, 7, 0, 4, 13, 13, 0, 0, 4, 0, 2, 10, 2, 6, 2, 8, 4, 0, 7, 9]"
99,execution,M1,4.126760563380282,27,22.589565562388415,292.361,293.666,"[2, 3, 1, 0, 1, 6, 1, 0, 1, 1, 9, 0, 5, 1, 2, 3, 6, 3, 1, 0, 0, 2, 0, 0, 0, 11, 11, 0, 2, 0, 1, 9, 0, 11, 0, 0, 1, 2, 0, 0, 5, 2, 1, 1, 1, 9, 3, 2, 0, 3, 8, 13, 3, 0, 2, 13, 19, 10, 7, 3, 16, 0, 0, 5, 7, 3, 0, 11, 3, 9, 0, 1, 9, 2, 3, 0, 0, 3, 7, 0, 27, 5, 1, 9, 3, 4, 8, 2, 7, 0, 2, 2, 2, 7, 1, 4, 1, 5, 10, 9, 6, 0, 2, 6, 1, 6, 0, 4, 5, 15, 14, 8, 6, 8, 7, 0, 10, 2, 1, 7, 16, 1, 10, 2, 0, 2, 11, 6, 0, 0, 1, 0, 1, 3, 1, 4, 0, 9, 4, 0, 0, 18]"
